change_type,author,datetime,chapter_h1,snippet,words,dt
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Diffusion of Innovation Theory,4,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A theory (Rogers 1962/1995) describing how new ideas and technologies spread over time within a social system. Adoption follows a curve from innovators to laggards, influenced by factors like relative",60,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Augmented Inverse Probability Weighting,4,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,A causal inference estimator that combines propensity score weighting with outcome regression modeling to estimate treatment effects. AIPW is doubly robust : even if one of the models (treatment or ou,62,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Years of Potential Life Lost,5,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,A public health metric quantifying premature mortality . YPLL is typically calculated as the sum of the differences between a predetermined threshold age (e.g. 75) and the age at death for individuals,55,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,part of DV2,3,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,") is expressed as YPLL per 100,000 population .",9,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,Local Moran’s I (LISA),4,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:26:00Z,– Data & Methods,"A spatial autocorrelation statistic used to identify clusters of high or low values in geographic data. Local Moran’s I (with Local Indicators of Spatial Association, LISA) detects “hotspots” (high-hi",64,2025-08-31 14:26:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:28:00Z,– Data & Methods,(AI),1,2025-08-31 14:28:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:28:00Z,– Data & Methods,(GenAI),1,2025-08-31 14:28:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:28:00Z,– Data & Methods,(LLM),1,2025-08-31 14:28:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:28:00Z,– Data & Methods,(SLM),1,2025-08-31 14:28:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(HPSA),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(RNSA),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(AHA),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(CHR),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(RBV),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(DOI),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(AIPW),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:29:00Z,– Data & Methods,(YPLL),1,2025-08-31 14:29:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:30:00Z,– Data & Methods,Table,1,2025-08-31 14:30:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:30:00Z,– Data & Methods,1 : Definition of Key Technical and Theoretical Terms,9,2025-08-31 14:30:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:31:00Z,– Data & Methods,Note:,1,2025-08-31 14:31:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:32:00Z,– Data & Methods,The table above compiles important technical terms and theoretical constructs used in the dissertation.,14,2025-08-31 14:32:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:33:00Z,– Data & Methods,"The dissertation itself is the primary source for these definitions, wi",11,2025-08-31 14:33:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:34:00Z,– Data & Methods,"th external authoritative sources referenced for standard organizational terms (e.g., HRSA for HPSA). Terms above are central to understanding the study’s framework, ranging",23,2025-08-31 14:34:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:35:00Z,– Data & Methods,from AI/robotics concepts to theories underp,6,2025-08-31 14:35:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:36:00Z,– Data & Methods,inning the research.,3,2025-08-31 14:36:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:38:00Z,– Data & Methods,",",1,2025-08-31 14:38:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:38:00Z,– Data & Methods,5,1,2025-08-31 14:38:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Variable Name,2,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Description/Measure,1,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Role in Model,3,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Healthcare Accessibility Index (DV1),4,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Composite score indicating access to care in a county. It reflects availability and utilization of clinical care services. Higher scores = better access. Measured via the County Health Rankings “Clini,40,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Dependent Variable (Outcome 1) – key health outcome (access dimension) the study seeks to improve via technology.,17,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Healthcare Quality (Outcomes) Index (DV2),5,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"Composite score of population health outcomes in a county. Encompasses metrics like premature mortality (Years of Potential Life Lost), and self-reported health status. Lower scores (or lower mortalit",42,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Dependent Variable (Outcome 2) – captures overall health status/quality outcome affected by interventions.,13,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Operational Efficiency (Hospital Performance) (DV3),5,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"A measure of hospital operational performance, here proxied by patient services profit margin (average operating margin on patient care services in county’s hospitals). Higher margin indicates greater",34,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Dependent Variable (Outcome 3) – reflects healthcare system efficiency/affordability outcome.,10,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Public Health Policy – Medicaid Expansion (IV1),7,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"Indicator for whether the state has Expanded Medicaid under the Affordable Care Act (ACA). Coded 1 if the county’s state expanded Medicaid by the study period, 0 if not. This policy expands insurance ",37,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Independent Variable 1 (Policy context) – a control/policy variable; expanded Medicaid is hypothesized to improve access and outcomes.,18,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Physical Environment Index (IV2),4,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"Composite index of physical environmental factors in the county. Includes air and water quality and housing/transit measures (e.g. air pollution levels, water safety, housing problems, long commutes )",33,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Independent Variable 2 – community context factor (environmental infrastructure). Controlled for in models as part of baseline conditions.,18,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Health Behaviors Index (IV3),4,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"Composite index of community health behaviors . Aggregates rates of smoking, obesity, physical inactivity, excessive drinking, STIs, etc. Higher score = healthier behaviors in the population.",26,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Independent Variable 3 – community behavioral risk factor index. Serves as a control and also part of interaction tests (e.g. unhealthy behaviors moderated by AI adoption).,26,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Social & Economic Factors Index (IV4),6,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"Composite index of socioeconomic status and social factors in the county. Includes education levels, employment, income, poverty, social support, and violence/injury rates. Higher score = more favorab",29,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Independent Variable 4 – community socioeconomic context. Controlled for as a determinant of health outcomes (per social determinants of health literature).,21,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Generative AI Capabilities Adoption (MO1),5,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,AI Adoption Index for hospitals in the county. A weighted score reflecting the extent to which hospitals have implemented generative AI or machine-learning based tools. Calculated from AHA survey data,60,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Moderating Variable 1 – hypothesized to moderate the effect of community factors on outcomes. Also interpreted as a primary intervention variable (tech presence).,23,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Robotics Capabilities Adoption (MO2),4,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"Robotics Adoption Score for hospitals in the county. Indicates the presence of advanced robotics (e.g. surgical robots, pharmacy robots) in local healthcare facilities. Derived from AHA survey data (i",49,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Moderating Variable 2 – similarly moderates effects of determinants on outcomes. Also a key technology variable; included for comparison with AI (MO1).,22,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Population (County),2,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Total population of the county. Used for per-capita rate calculations and to weight certain analyses. (,16,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,".g., used in computing rates like YPLL, and considered in hotspot analysis to ensure cluster tests account for population.)",19,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Control/Scaling Variable – ensures comparisons and statistical tests are on a per-population basis; not a direct predictor in regression models but used in data processing.,25,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Census Division,2,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,"U.S. Census Division code (1–9) indicating the region of the country the county is in (e.g. New England, Mid-Atlantic, Pacific, etc.). Each division groups several states.",26,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:41:00Z,– Data & Methods,Control/Stratification Variable – used to account for broad regional differences in analyses (e.g. fixed effects or subgroup comparisons by region).,20,2025-08-31 14:41:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:42:00Z,– Data & Methods,Table,1,2025-08-31 14:42:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:42:00Z,– Data & Methods,2 : Key Variables in the Conceptual Model,8,2025-08-31 14:42:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:44:00Z,– Data & Methods,"This table summarizes the principal variables of interest in the study’s model. These include the three dependent variables (health outcomes of interest), four broad independent variable categories (p",36,2025-08-31 14:44:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:45:00Z,– Data & Methods,"derating variables representing technology adoption. Each entry notes how the variable is operationalized or measured, its role in the model, and the source of the data.",26,2025-08-31 14:45:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Index & Component Variable,4,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Description (County-level measure),3,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Role in Model,3,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Physical Environment (IV2) – Composite index of environmental infrastructure,9,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Air Pollution (PM2.5),4,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Average daily density of fine particulate matter (PM2.5) in the air (μg/m³). Lower values = cleaner air.,17,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV2. Poor air quality can negatively affect health outcomes; part of environmental baseline.,15,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Drinking Water Violations,4,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,"Indicator of the presence of health-related drinking water violations in county water systems (yes/no, measured as % of population affected).",20,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV2. Reflects water quality infrastructure. Counties with violations score lower on environment.,14,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Severe Housing Problems,4,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,"Percentage of households with at least 1 of 4 housing problems: overcrowding, high housing costs, lack of kitchen, or lack of plumbing. (Higher = more housing problems.)",27,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV2. Captures built environment stresses; high housing problems can influence community health.,14,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Driving Alone to Work,5,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Percentage of workers commuting alone by car. (High values along with long commutes indicate potential transit and infrastructure issues.),19,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV2. Included as an environmental factor (transportation mode). Contributes to index (higher solo driving can lower score slightly).,20,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Long Commute – Driving Alone,6,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Percentage of commuters who drive alone and have commutes >30 minutes. High values = many people with lengthy solo commutes.,20,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,"Component of IV2. Reflects transportation infrastructure and spatial layout. Long solitary commutes can impact health (stress, less leisure time).",19,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Health Behaviors (IV3) – Composite index of community health behaviors,10,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Adult Smoking,3,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Percentage of adults (age ≥18) who are current smokers. (Lower is better for health.),14,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV3. Key risk behavior – smoking rates strongly affect health outcomes. (Largest weight in IV3 ≈33%.),18,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Adult Obesity,3,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Percentage of adults (age ≥18) with Body Mass Index ≥ 30 (obese). Lower = better.,15,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV3. Captures diet and exercise-related health status. (Weight ~16.7% in IV3.),13,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Food Environment Index,4,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Index (0 to 10) of food access/security (accounts for grocery store proximity and food insecurity rates). Higher = better food environment.,21,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV3. Indicates healthy food availability in the county. (Lesser weight in IV3.),14,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Physical Inactivity,3,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Percentage of adults age 20+ reporting no leisure-time physical activity. Lower = better.,13,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV3. Sedentary lifestyle metric; contributes to chronic disease risk profile of community.,14,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Access to Exercise Opportunities,5,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,"Percentage of population with adequate access to locations for physical activity (e.g. parks, gyms). Higher = better access.",18,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV3. Represents built environment support for exercise; included in behaviors index with small weight.,16,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,– Excessive Drinking,3,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Percentage of adults reporting binge or heavy drinking. Lower = better.,11,2025-08-31 14:48:00+00:00
Insertion,Aaron Johnson,2025-08-31T14:48:00Z,– Data & Methods,Component of IV3. Alcohol abuse prevalence – impacts health (weight ~8% in IV3).,13,2025-08-31 14:48:00+00:00
